id,label,act_gap,acc_binary_gap,acc_logsignal_gap
20211212_10357__323391__974::fsp__k562__0,0,4.274089,0.925568,1.565446
20211210_222135__426940__313::hmc__hepg2__0,0,0.719736,0.243373,0.436147
20211212_73316__958155__46::fsp__sknsh__0,0,-0.198420,-0.027929,-0.220362
20211207_175000__383007__2695::sa__sknsh__1,0,-0.027794,-0.064708,-0.225513
20211207_175000__383007__6567::sa__sknsh__5,0,-0.894192,-0.035425,-0.151851
20211207_63610__124703__1912::sa__hepg2__0,0,1.782534,0.964749,1.523979
20211212_24754__730114__9::fsp__k562__0,0,2.529942,0.866742,1.332742
20211214_94001__624120__3161::sa_rep__k562__0,0,1.292875,0.544569,0.644661
20211212_73316__958155__1706::fsp__sknsh__5,0,0.208707,-0.041318,-0.204587
20211207_63610__124703__926::sa__hepg2__0,0,2.975692,0.993907,2.410549
20211207_85512__472183__2272::sa__hepg2__1,0,0.473736,0.309126,0.297539
20211207_205407__862697__63::sa__k562__0,0,3.095523,0.907449,1.575310
20211213_142726__100534__129::hmc__sknsh__0,1,-0.323517,-0.111123,-0.223171
20211207_100944__255626__5111::sa__hepg2__4,0,0.625781,0.225524,0.187160
20211207_214935__668330__5029::sa__k562__4,0,0.296877,0.170360,0.329137
20211207_85512__472183__6713::sa__hepg2__5,0,0.563991,0.274583,0.166452
20211208_1204__58877652__19::al__k562__2,0,0.744958,0.417053,0.468277
20211212_10357__323391__442::fsp__k562__0,0,4.701939,0.950213,1.882567
20211206_221956__59439361__3572::al__k562__0,0,1.824307,0.882966,1.133571
20211212_14909__942569__1987::fsp__sknsh__0,0,-0.540290,-0.017904,-0.140190
20211207_152258__777391__6525::sa__sknsh__5,0,-0.483332,-0.069081,-0.244569
20211207_175000__383007__46::sa__sknsh__0,0,0.386425,-0.002804,-0.063881
20211207_112927__175796__4476::sa__hepg2__3,0,0.861492,0.334112,0.571032
20211206_221956__59439361__3522::al__k562__0,0,2.719494,0.772708,0.938736
20211206_24503__33072627__2408::al__hepg2__0,0,2.687452,0.918231,2.349920
20211212_92818__893131__1411::fsp__k562__4,0,0.367256,0.285551,0.393394
20211214_111905__704605__2963::sa_rep__sknsh__0,0,-0.011942,-0.040139,-0.172016
20211207_100944__255626__1665::sa__hepg2__0,0,1.324739,0.911573,1.344118
20211212_45907__313665__598::fsp__hepg2__1,0,2.470317,0.971250,1.628216
20211207_214935__668330__2165::sa__k562__1,0,1.917200,0.908931,1.180410
20211207_234119__367484__5977::sa__k562__4,0,-0.244924,0.034837,0.083455
20211206_221956__59439361__2480::al__k562__0,0,3.955176,0.981624,1.946193
20211206_30151__45259191__29::al__k562__5,0,2.069612,0.933613,1.430557
20211207_100944__255626__5328::sa__hepg2__4,0,1.195648,0.607065,0.804183
20211207_195336__853804__4438::sa__k562__3,0,1.411046,0.728117,0.926582
20211210_215555__90642008__9::al_uc__hepg2__0,0,4.531161,0.938337,1.996994
20211206_221956__59439361__1903::al__k562__0,0,4.538148,0.954719,1.497858
20211208_22639__44591335__66::al__hepg2__2,0,0.976302,0.813779,1.196658
20211207_205407__862697__997::sa__k562__0,0,2.588454,0.660186,0.906164
20211212_61436__944763__855::fsp__hepg2__2,0,2.107949,0.987620,2.589496
20211207_195336__853804__1973::sa__k562__0,0,4.245365,0.798580,1.216552
20211212_61436__944763__1468::fsp__hepg2__4,0,1.084035,0.879386,1.211069
20211212_14909__942569__1126::fsp__sknsh__0,0,0.267781,-0.003749,0.054690
20211207_212124__46481152__785::al__sknsh__0,0,0.158423,0.013505,0.106252
20211212_52639__969454__467::fsp__hepg2__0,0,1.480702,0.756726,0.755507
20211207_63610__124703__3378::sa__hepg2__2,0,0.917251,0.495943,0.711218
20211207_100944__255626__2091::sa__hepg2__1,0,0.659427,0.061060,0.058565
20211212_45907__313665__710::fsp__hepg2__1,0,1.503824,0.883204,1.080124
20211207_112927__175796__1355::sa__hepg2__0,0,2.340858,0.968400,1.803240
20211212_122659__199840__664::fsp__sknsh__1,0,0.170566,0.119851,0.147016
20211210_220707__684703__465::hmc__k562__0,0,0.884430,0.381639,0.488705
20211214_100033__420816__3807::sa_rep__hepg2__0,0,0.650300,0.110735,0.485492
20211207_175000__383007__1591::sa__sknsh__0,0,0.550212,-0.003620,0.011761
20211210_223601__361569__131::hmc__sknsh__0,0,0.053416,-0.149812,-0.331319
20211214_94001__624120__1667::sa_rep__k562__0,0,2.193511,0.706034,0.917322
20211212_45907__313665__1335::fsp__hepg2__4,0,0.918603,0.689907,0.585660
20211207_224529__679056__1996::sa__k562__0,0,2.098704,0.744502,0.893397
20211210_200854__270206__1768::fsp_uc__sknsh__0,0,0.750312,-0.019332,-0.011441
20211212_22207__477844__1327::fsp__k562__4,0,-0.072322,0.034098,-0.031431
20211210_222517__22805080__77::al_uc__sknsh__0,0,0.800260,-0.253544,-0.618617
20211212_61436__944763__164::fsp__hepg2__0,0,2.587343,0.925744,1.517587
20211206_24503__33072627__1645::al__hepg2__0,0,0.852204,0.606569,0.786545
20211212_12620__229779__1309::fsp__hepg2__0,0,2.190410,0.985496,1.977263
20211212_82245__817810__1165::fsp__sknsh__3,0,0.216333,-0.038910,-0.029822
20211213_142237__606687__92::hmc__sknsh__0,1,-0.773763,-0.489990,-0.666081
20211207_224529__679056__222::sa__k562__0,0,4.253295,0.975059,1.889237
20211212_24754__730114__698::fsp__k562__1,0,1.015546,0.277136,0.311839
20211207_112927__175796__1606::sa__hepg2__0,0,2.773458,0.866621,1.546901
20211207_112927__175796__673::sa__hepg2__0,0,1.582892,0.916093,1.428172
20211212_45907__313665__666::fsp__hepg2__1,0,1.830322,0.956570,1.502411
20211210_220707__684703__113::hmc__k562__0,0,1.346628,0.602910,0.666625
20211210_222736__775920__69::hmc__hepg2__0,0,1.242179,0.705044,0.639904
20211212_12620__229779__629::fsp__hepg2__0,0,3.004575,0.981816,1.763609
20211212_22207__477844__745::fsp__k562__1,0,1.218362,0.328853,0.587140
20211207_175000__383007__6642::sa__sknsh__5,0,0.244526,-0.252225,-0.605394
20211207_163007__848589__861::sa__sknsh__0,0,0.185063,0.002237,-0.026725
20211207_185623__627393__2188::sa__sknsh__1,0,0.126200,-0.238322,-0.445316
20211207_185623__627393__5309::sa__sknsh__4,0,0.136593,-0.042707,-0.232740
20211207_100944__255626__4878::sa__hepg2__3,0,1.534717,0.935304,1.338345
20211212_73316__958155__919::fsp__sknsh__2,0,0.092382,-0.010598,-0.131925
20211212_82245__817810__110::fsp__sknsh__0,0,-0.064805,-0.009153,0.005265
20211207_100944__255626__1922::sa__hepg2__0,0,2.533717,0.938223,1.637927
20211207_112927__175796__722::sa__hepg2__0,0,1.952549,0.940538,1.581458
20211207_234119__367484__1257::sa__k562__0,0,2.104455,0.646318,0.666170
20211206_25633__84440783__9::al__hepg2__3,0,1.190758,0.890849,1.310900
20211207_152258__777391__2231::sa__sknsh__1,0,-0.399211,-0.095565,-0.204444
20211212_10357__323391__1829::fsp__k562__0,0,4.707322,0.917003,1.517002
20211213_142125__108786__236::hmc__sknsh__0,1,-1.031709,-0.279159,-0.445961
20211207_100944__255626__6026::sa__hepg2__5,0,0.532653,0.324822,0.411391
20211212_45907__313665__82::fsp__hepg2__0,0,1.992415,0.960568,1.555225
20211212_10357__323391__530::fsp__k562__0,0,4.111635,0.872897,1.460289
20211212_24754__730114__1362::fsp__k562__4,0,1.664122,0.581066,0.789732
20211207_73549__261982__2361::sa__hepg2__1,0,1.832211,0.945467,1.688583
20211207_212124__46481152__1667::al__sknsh__0,0,-0.438129,-0.003965,-0.123737
20211214_111905__704605__3388::sa_rep__sknsh__0,0,-0.490611,0.001011,-0.061048
20211210_222848__670473__157::hmc__hepg2__0,0,0.494127,0.204203,0.252752
20211212_55149__346635__1689::fsp__hepg2__5,0,0.261535,-0.031190,-0.210972
20211207_112927__175796__2098::sa__hepg2__1,0,1.337347,0.460231,0.651702
20211206_221956__59439361__799::al__k562__0,0,1.809468,0.426861,0.481341
20211206_24916__65404111__0::al__sknsh__0,0,0.035935,0.000397,0.045138
20211210_221758__613002__195::hmc__hepg2__0,0,0.801310,0.071380,0.166537
20211207_141610__992334__4375::sa__sknsh__3,0,0.222048,-0.057986,-0.182997
20211207_205407__862697__2999::sa__k562__1,0,0.024643,0.179549,0.310457
20211207_100944__255626__2975::sa__hepg2__1,0,0.487094,0.227180,0.175086
20211207_212124__46481152__296::al__sknsh__0,0,-0.356497,0.004405,-0.029800
20211212_10357__323391__1828::fsp__k562__0,0,4.233616,0.867078,1.067632
20211213_142502__650549__16::hmc__sknsh__0,1,-0.790904,-0.337876,-0.587805
20211207_85512__472183__6238::sa__hepg2__5,0,0.810890,0.299465,0.478943
20211212_55149__346635__880::fsp__hepg2__2,0,2.045752,0.985366,2.378095
20211207_163007__848589__5293::sa__sknsh__4,0,0.372712,-0.122829,-0.386113
20211212_73316__958155__1043::fsp__sknsh__3,0,0.515719,-0.002844,-0.084475
20211206_221956__59439361__3411::al__k562__0,0,2.918147,0.780101,1.049087
20211212_24754__730114__151::fsp__k562__0,0,5.130269,0.901103,1.779217
20211212_92818__893131__1180::fsp__k562__3,0,-0.018280,0.062716,0.183663
20211210_223601__361569__454::hmc__sknsh__0,1,0.091336,-0.070524,0.023780
20211207_205407__862697__3020::sa__k562__2,0,2.279073,0.884525,1.246566
20211207_85512__472183__1776::sa__hepg2__0,0,1.616900,0.972514,1.758343
20211213_142349__372431__239::hmc__sknsh__0,1,-1.179185,-0.662796,-0.849732
20211214_111905__704605__846::sa_rep__sknsh__0,1,-0.440729,0.002271,-0.071447
20211207_73549__261982__2529::sa__hepg2__1,0,2.027019,0.939671,1.419033
20211207_63610__124703__1052::sa__hepg2__0,0,1.285023,0.672580,1.030841
20211212_24754__730114__1524::fsp__k562__5,0,0.262333,0.093326,0.095195
20211207_205407__862697__4855::sa__k562__3,0,0.489319,0.290552,0.401554
20211212_12620__229779__1875::fsp__hepg2__0,0,3.274011,0.964603,2.059614
20211212_12620__229779__952::fsp__hepg2__0,0,1.667865,0.696253,0.801078
20211212_24754__730114__1673::fsp__k562__5,0,0.972069,0.309918,0.413153
20211214_111905__704605__192::sa_rep__sknsh__0,1,-0.425942,0.010608,0.106025
20211214_100033__420816__3945::sa_rep__hepg2__0,0,0.561527,0.171937,0.417697
20211207_185623__627393__26::sa__sknsh__0,0,-0.016365,-0.027191,-0.106065
20211214_111905__704605__2155::sa_rep__sknsh__0,1,-0.554079,0.002969,-0.035527
20211212_75659__621411__1433::fsp__sknsh__4,0,0.841848,-0.016906,-0.184845
20211214_111905__704605__2106::sa_rep__sknsh__0,0,-0.464981,0.004164,0.061374
20211206_24503__33072627__716::al__hepg2__0,0,1.014846,0.919570,1.532312
20211214_111905__704605__893::sa_rep__sknsh__0,1,0.156793,0.001582,0.061659
20211212_92818__893131__86::fsp__k562__0,0,3.015141,0.912872,1.069090
20211212_92818__893131__999::fsp__k562__2,0,0.815348,0.186798,0.486787
20211207_195336__853804__2187::sa__k562__1,0,-0.418457,0.245267,0.351301
20211207_212124__46481152__1552::al__sknsh__0,0,0.357664,0.006070,0.080090
20211207_214935__668330__3885::sa__k562__2,0,1.581001,0.333859,0.240662
20211212_61436__944763__234::fsp__hepg2__0,0,1.118105,0.828582,1.056126
20211207_234119__367484__5134::sa__k562__4,0,1.119153,0.830785,0.919538
20211214_111905__704605__2664::sa_rep__sknsh__0,0,-0.661756,0.002856,0.012791
20211206_24916__65404111__82::al__sknsh__0,1,-0.193460,0.025931,0.218794
20211213_142013__546823__42::hmc__hepg2__0,1,-0.516894,-0.474423,-0.496266
20211214_111905__704605__2861::sa_rep__sknsh__0,0,0.060874,0.004680,0.000836
20211210_220819__498877__32::hmc__k562__0,0,0.247427,0.408145,0.573559
20211212_73316__958155__851::fsp__sknsh__2,0,-0.142387,-0.131940,-0.341201
20211207_214935__668330__3371::sa__k562__2,0,2.062039,0.859022,1.057134
20211207_185623__627393__5401::sa__sknsh__4,0,0.420387,-0.020940,-0.117118
20211206_24503__33072627__1725::al__hepg2__0,0,1.908986,0.938801,1.434617
20211207_100944__255626__6573::sa__hepg2__5,0,1.170484,0.459364,0.510665
20211206_221956__59439361__2770::al__k562__0,0,1.620680,0.428330,0.709579
20211210_223336__628085__161::hmc__sknsh__0,0,0.264558,-0.062407,-0.064005
20211210_222736__775920__147::hmc__hepg2__0,0,0.705231,0.129655,0.297312
20211210_224050__335618__80::hmc__sknsh__0,0,-0.437599,-0.184206,-0.257370
20211207_205407__862697__6202::sa__k562__5,0,1.787635,0.723451,0.759305
20211212_24754__730114__946::fsp__k562__2,0,1.043498,0.293400,0.344010
20211210_221758__613002__223::hmc__hepg2__0,0,-0.156356,0.188578,0.245017
20211207_175000__383007__1855::sa__sknsh__0,0,0.766808,-0.001388,-0.007336
20211207_141610__992334__4019::sa__sknsh__3,0,-0.016967,-0.089984,-0.178375
20211210_223825__729421__35::hmc__sknsh__0,0,0.168934,-0.148694,-0.290485
20211210_223938__220016__373::hmc__sknsh__0,0,0.205600,-0.115097,-0.355871
20211206_221956__59439361__3789::al__k562__0,0,2.454909,0.768103,1.013112
20211207_212124__46481152__931::al__sknsh__0,0,0.105986,0.004417,0.012096
20211214_100033__420816__3504::sa_rep__hepg2__0,1,1.319046,0.342340,0.834581
20211214_100033__420816__1119::sa_rep__hepg2__0,0,0.720801,0.326562,0.732472
20211206_25934__90722511__26::al__k562__1,0,1.237188,0.574915,0.797098
20211207_212124__46481152__684::al__sknsh__0,0,-0.223142,0.000212,0.029903
20211210_223713__377193__397::hmc__sknsh__0,0,-0.122090,-0.070543,-0.095753
20211212_122659__199840__1676::fsp__sknsh__5,0,-0.220296,-0.173848,-0.285338
20211212_45907__313665__1267::fsp__hepg2__4,0,1.652203,0.916260,1.372224
20211210_223112__860883__46::hmc__sknsh__0,0,-0.080332,-0.291381,-0.473855
20211207_185623__627393__4831::sa__sknsh__3,0,-0.512773,-0.010219,-0.085630
20211210_222848__670473__335::hmc__hepg2__0,0,0.032531,0.107053,0.006147
20211214_111905__704605__3833::sa_rep__sknsh__0,0,0.202576,0.008196,0.122371
20211212_22207__477844__147::fsp__k562__0,0,3.059471,0.903186,1.304115
20211207_234119__367484__2991::sa__k562__1,0,1.747273,0.781903,0.966445
20211214_100033__420816__3460::sa_rep__hepg2__0,0,1.101361,0.801202,1.102920
20211207_112927__175796__816::sa__hepg2__0,0,2.874736,0.919599,1.420759
20211212_75659__621411__23::fsp__sknsh__0,0,0.317838,0.000316,-0.102389
20211214_100033__420816__1121::sa_rep__hepg2__0,1,1.143781,0.626823,0.890913
20211207_63610__124703__3480::sa__hepg2__2,0,1.206334,0.946029,1.432299
20211207_175000__383007__3593::sa__sknsh__2,0,0.149059,-0.006643,0.019327
20211212_22207__477844__1455::fsp__k562__4,0,0.266606,0.077035,0.230945
20211207_141610__992334__4386::sa__sknsh__3,0,-0.030714,-0.004719,-0.031645
20211207_175000__383007__28::sa__sknsh__0,0,0.060363,-0.061536,-0.169815
20211207_212124__46481152__2298::al__sknsh__0,0,-0.009076,0.010239,0.122207
20211207_195336__853804__2148::sa__k562__1,0,0.660475,0.391798,0.527001
20211207_234119__367484__2085::sa__k562__1,0,1.704930,0.563644,0.638549
20211212_22207__477844__1686::fsp__k562__5,0,0.328496,0.100770,0.178836
20211206_24503__33072627__2443::al__hepg2__0,0,1.587889,0.939164,1.428473
20211210_221157__957271__460::hmc__k562__0,0,0.683703,0.423756,0.473148
20211207_152258__777391__1876::sa__sknsh__0,0,-0.810024,-0.023578,-0.222190
20211214_94001__624120__3158::sa_rep__k562__0,0,1.903006,0.833616,0.994035
20211214_100033__420816__3659::sa_rep__hepg2__0,1,1.744766,0.818975,1.266464
20211207_212124__46481152__2299::al__sknsh__0,0,-0.105974,-0.003725,-0.125277
20211212_10357__323391__75::fsp__k562__0,0,3.883180,0.940661,1.730368
20211212_61436__944763__658::fsp__hepg2__1,0,1.569899,0.874205,1.143472
20211213_141637__333762__182::hmc__hepg2__0,1,-0.715210,-0.477117,-0.823833
20211213_142726__100534__176::hmc__sknsh__0,1,-0.410384,-0.246481,-0.398949
20211214_111905__704605__1331::sa_rep__sknsh__0,0,-0.133819,0.001029,-0.014330
20211207_224529__679056__661::sa__k562__0,0,3.581249,0.359029,0.848794
20211207_234119__367484__232::sa__k562__0,0,1.949969,0.804629,1.027702
20211212_75659__621411__106::fsp__sknsh__0,0,-0.370062,-0.014366,-0.182686
20211210_220554__102599__176::hmc__k562__0,0,0.495232,0.469596,0.537194
20211212_14909__942569__1702::fsp__sknsh__0,0,0.215197,0.029778,0.123179
20211212_12620__229779__1323::fsp__hepg2__0,0,1.429845,0.726514,0.756973
20211207_212124__46481152__383::al__sknsh__0,0,0.350478,0.003712,0.050194
20211212_12620__229779__51::fsp__hepg2__0,0,1.180335,0.819266,1.290324
20211212_122659__199840__1079::fsp__sknsh__3,0,-0.353737,-0.065793,0.039485
20211212_85225__619474__1742::fsp__k562__5,0,-0.146255,0.002106,0.027476
20211207_141610__992334__1939::sa__sknsh__0,0,0.611129,-0.035753,-0.075770
20211207_73549__261982__2956::sa__hepg2__1,0,0.739810,0.366942,0.486219
20211212_122659__199840__1733::fsp__sknsh__5,0,0.071759,-0.154057,-0.170678
20211212_85225__619474__754::fsp__k562__2,0,0.096700,0.115598,0.002569
20211208_2954__56294947__68::al__k562__3,0,1.204246,0.528893,0.530876
20211207_141610__992334__2023::sa__sknsh__1,0,-0.573568,-0.029555,-0.286136
20211206_221956__59439361__980::al__k562__0,0,3.325016,0.931359,1.370684
20211210_221646__981484__298::hmc__k562__0,0,1.119179,0.480770,0.614808
20211207_152258__777391__6373::sa__sknsh__5,0,-0.446191,-0.028728,-0.257323
20211207_214935__668330__942::sa__k562__0,0,3.234575,0.876863,1.338557
20211206_221956__59439361__3356::al__k562__0,0,3.425345,0.976842,1.951229
20211207_175000__383007__1643::sa__sknsh__0,0,0.294470,-0.014791,-0.122377
20211207_73549__261982__2229::sa__hepg2__1,0,1.495385,0.862165,1.238279
20211212_82245__817810__292::fsp__sknsh__0,0,-0.226966,-0.004357,-0.022115
20211207_205407__862697__3992::sa__k562__2,0,0.142984,0.221291,0.287329
20211214_111905__704605__1242::sa_rep__sknsh__0,0,-0.202837,0.026328,0.086054
20211207_195336__853804__6216::sa__k562__5,0,1.620148,0.746880,1.026574
20211212_14909__942569__725::fsp__sknsh__0,0,-0.088849,0.063466,0.144716
20211207_175000__383007__4430::sa__sknsh__3,0,-1.293079,-0.175251,-0.467339
20211214_94001__624120__2835::sa_rep__k562__0,0,1.224954,0.317015,0.486611
20211207_212124__46481152__1374::al__sknsh__0,0,0.311640,-0.000866,0.004010
20211212_12620__229779__1306::fsp__hepg2__0,0,1.893264,0.960987,1.610042
20211214_111905__704605__1970::sa_rep__sknsh__0,0,0.018605,0.000623,0.113927
20211212_12620__229779__386::fsp__hepg2__0,0,3.090190,0.989974,2.514006
20211207_224529__679056__6564::sa__k562__5,0,2.004241,0.886047,1.233320
20211214_111905__704605__1174::sa_rep__sknsh__0,0,0.138893,0.020403,0.133619
20211212_82245__817810__869::fsp__sknsh__2,0,0.186959,-0.039409,-0.061436
20211207_100944__255626__6166::sa__hepg2__5,0,0.411693,0.178976,0.122700
20211212_122659__199840__704::fsp__sknsh__1,0,-0.068887,0.006560,-0.090079
20211212_52639__969454__958::fsp__hepg2__2,0,1.573940,0.951829,1.609745
20211212_55149__346635__1287::fsp__hepg2__4,0,-0.172252,-0.064539,-0.188614
20211212_14909__942569__1817::fsp__sknsh__0,0,-0.541568,-0.000616,0.039250
20211207_73549__261982__5092::sa__hepg2__4,0,0.510127,0.126976,0.224491
20211207_212124__46481152__919::al__sknsh__0,0,-0.846490,-0.002313,-0.051738
20211207_163007__848589__1263::sa__sknsh__0,0,0.240577,-0.014970,-0.169197
20211212_45907__313665__301::fsp__hepg2__0,0,1.240602,0.844515,0.947619
20211207_100944__255626__6658::sa__hepg2__5,0,0.632711,0.194301,0.209579
20211214_100033__420816__236::sa_rep__hepg2__0,0,1.545200,0.739191,1.035140
20211207_214935__668330__3638::sa__k562__2,0,1.080300,0.648536,0.734098
20211212_75659__621411__204::fsp__sknsh__0,0,-0.681640,-0.006174,-0.047098
20211210_221421__693103__321::hmc__k562__0,1,0.263503,0.206677,0.239552
20211210_221421__693103__319::hmc__k562__0,0,0.658734,0.162875,0.202953
20211207_152258__777391__3180::sa__sknsh__2,0,-0.330858,-0.125790,-0.324936
20211207_214935__668330__2196::sa__k562__1,0,1.878911,0.677386,0.972753
20211206_25000__47760442__86::al__sknsh__1,0,0.290909,-0.001878,-0.142675
20211207_152258__777391__568::sa__sknsh__0,0,-0.256983,-0.002794,-0.121673
20211212_55149__346635__323::fsp__hepg2__0,0,2.329013,0.940344,1.592719
20211206_24503__33072627__2607::al__hepg2__0,1,1.880860,0.872852,1.292889
20211213_141901__715602__192::hmc__hepg2__0,1,-0.150154,-0.230244,-0.393442
20211207_152258__777391__5788::sa__sknsh__4,0,0.155291,0.016855,-0.049176
20211207_234119__367484__114::sa__k562__0,0,2.324899,0.832385,1.074902
20211212_85225__619474__1171::fsp__k562__3,0,1.082256,0.280306,0.259522
20211212_22207__477844__650::fsp__k562__1,0,1.925459,0.686426,0.806486
20211210_222022__565195__201::hmc__hepg2__0,0,0.280391,0.261860,0.205044
20211212_10357__323391__1419::fsp__k562__0,0,3.307153,0.886134,1.292088
20211207_234119__367484__813::sa__k562__0,0,2.758449,0.853336,1.197727
20211210_223938__220016__296::hmc__sknsh__0,0,-0.026550,0.001011,0.116386
20211214_94001__624120__1691::sa_rep__k562__0,0,0.647144,0.188179,0.196241
20211207_163007__848589__2050::sa__sknsh__1,0,-0.609277,-0.014118,-0.146188
20211207_175000__383007__2474::sa__sknsh__1,0,-0.466645,-0.085884,-0.363950
20211207_85512__472183__3373::sa__hepg2__2,0,0.473622,0.073244,0.134025
20211214_100033__420816__2714::sa_rep__hepg2__0,0,1.878445,0.634421,1.012834
20211207_175000__383007__6108::sa__sknsh__5,0,0.250358,-0.053499,-0.040156
20211206_24503__33072627__1139::al__hepg2__0,0,2.051414,0.932354,1.594675
20211212_12620__229779__584::fsp__hepg2__0,0,3.016762,0.982479,2.249698
20211210_223112__860883__320::hmc__sknsh__0,0,-0.184682,-0.069163,-0.224371
20211212_75659__621411__277::fsp__sknsh__0,0,-0.120365,-0.020727,-0.179347
20211214_94001__624120__1999::sa_rep__k562__0,0,0.856046,0.406860,0.233429
20211207_141610__992334__123::sa__sknsh__0,0,0.084981,-0.031474,-0.180165
20211212_82245__817810__380::fsp__sknsh__0,0,-0.388905,0.002931,0.109877
20211214_94001__624120__2028::sa_rep__k562__0,0,1.203427,0.386776,0.458433
20211214_100033__420816__50::sa_rep__hepg2__0,1,0.441219,0.345251,0.819032
20211210_221421__693103__146::hmc__k562__0,0,0.680262,0.403568,0.524841
20211212_61436__944763__205::fsp__hepg2__0,0,1.193394,0.714752,0.892680
20211213_142726__100534__282::hmc__sknsh__0,1,-0.528754,-0.179362,-0.232549
20211207_112927__175796__114::sa__hepg2__0,0,1.416416,0.771717,0.979533
20211214_100033__420816__3850::sa_rep__hepg2__0,0,0.866816,0.305176,0.641893
20211207_205407__862697__5268::sa__k562__4,0,-0.006965,0.068496,0.144402
20211207_205407__862697__994::sa__k562__0,0,2.523049,0.874910,1.364592
20211214_111905__704605__2390::sa_rep__sknsh__0,1,-0.274827,0.007795,0.136489
20211207_212124__46481152__2284::al__sknsh__0,0,0.366717,0.135980,0.427531
20211212_10357__323391__978::fsp__k562__0,0,5.108823,0.931223,2.147715
20211206_221956__59439361__3166::al__k562__0,0,2.860202,0.665135,1.008090
20211214_94001__624120__3783::sa_rep__k562__0,0,0.214000,0.199404,0.220889
20211212_10357__323391__956::fsp__k562__0,0,3.671330,0.772617,1.217028
20211212_22207__477844__418::fsp__k562__0,0,2.096787,0.783158,0.958989
20211210_223449__975596__174::hmc__sknsh__0,0,-0.412273,-0.046938,0.085142
20211208_52650__84057002__71::al__sknsh__4,0,0.534647,-0.036315,-0.202175
20211212_14909__942569__329::fsp__sknsh__0,0,-0.293183,-0.008898,-0.167057
20211207_212124__46481152__3965::al__sknsh__0,0,0.162369,-0.004774,-0.015358
20211212_24754__730114__440::fsp__k562__0,0,2.475316,0.781060,1.091138
20211207_212124__46481152__495::al__sknsh__0,0,-0.491658,0.001599,0.097819
20211207_234119__367484__2997::sa__k562__1,0,-0.009865,0.034186,0.073652
20211212_10357__323391__511::fsp__k562__0,0,3.884167,0.951861,1.599634
20211210_221421__693103__293::hmc__k562__0,0,0.770918,0.420466,0.379011
20211207_63610__124703__5196::sa__hepg2__4,0,1.260446,0.504570,0.841309
20211212_14909__942569__1294::fsp__sknsh__0,0,0.218813,-0.004826,-0.126362
20211207_73549__261982__3170::sa__hepg2__2,0,1.584194,0.619667,0.916010
20211207_205407__862697__6089::sa__k562__5,0,1.047566,0.360637,0.331999
20211207_195336__853804__5921::sa__k562__4,0,0.323888,0.096818,0.204634
20211210_215555__90642008__77::al_uc__hepg2__0,0,6.302407,0.986828,4.504942
20211210_220819__498877__317::hmc__k562__0,0,1.200627,0.721185,0.978183
20211212_61436__944763__201::fsp__hepg2__0,0,1.243028,0.547965,0.733904
20211206_24503__33072627__1379::al__hepg2__0,0,1.699590,0.712034,1.088577
20211214_94001__624120__1828::sa_rep__k562__0,0,0.640030,0.381663,0.318339
20211214_100033__420816__660::sa_rep__hepg2__0,0,1.631543,0.285148,0.742924
20211214_94001__624120__1470::sa_rep__k562__0,0,1.259492,0.572493,0.642905
20211207_100944__255626__4264::sa__hepg2__3,0,0.603719,0.510383,0.572459
20211212_12620__229779__1813::fsp__hepg2__0,0,1.733587,0.870101,1.364071
20211214_94001__624120__2706::sa_rep__k562__0,0,1.733310,0.439324,0.554594
20211212_14909__942569__1257::fsp__sknsh__0,0,-0.692420,-0.001699,-0.205458
20211214_100033__420816__1311::sa_rep__hepg2__0,0,0.956980,0.286393,0.557870
20211208_52650__84057002__63::al__sknsh__4,0,0.220159,-0.003018,-0.042093
20211214_94001__624120__2119::sa_rep__k562__0,0,0.251202,0.061155,0.088512
20211212_22207__477844__526::fsp__k562__1,0,0.596391,0.123226,0.314457
20211208_24513__37698702__50::al__hepg2__3,0,0.514125,0.823038,1.156299
20211212_61436__944763__1451::fsp__hepg2__4,0,0.305559,0.075609,0.185071
20211206_221956__59439361__3273::al__k562__0,0,3.243914,0.738347,0.965389
20211207_234119__367484__2754::sa__k562__1,0,1.245859,0.715160,0.758123
20211207_212124__46481152__2425::al__sknsh__0,0,0.731782,0.003180,0.069108
20211213_141412__444669__266::hmc__hepg2__0,1,-0.930351,-0.434701,-0.434639
20211210_222135__426940__123::hmc__hepg2__0,1,0.084303,0.194230,0.164486
20211206_24503__33072627__1964::al__hepg2__0,0,1.838510,0.898373,1.597348
20211207_205407__862697__2272::sa__k562__1,0,1.311205,0.617066,0.753472
20211207_163007__848589__1586::sa__sknsh__0,0,0.532827,-0.001241,0.079959
20211212_12620__229779__1056::fsp__hepg2__0,0,1.367744,0.909823,1.220350
20211207_63610__124703__312::sa__hepg2__0,0,1.178351,0.811247,1.151841
20211207_163007__848589__1030::sa__sknsh__0,0,0.008346,-0.000484,-0.022930
20211214_111905__704605__1744::sa_rep__sknsh__0,0,0.468579,0.002758,0.058900
20211207_112927__175796__6866::sa__hepg2__5,0,0.956315,0.187801,0.338605
20211207_212124__46481152__1183::al__sknsh__0,0,0.059472,-0.001569,-0.068289
20211212_75659__621411__1701::fsp__sknsh__5,0,-0.139568,-0.179830,-0.323407
20211207_100944__255626__132::sa__hepg2__0,0,2.465107,0.972050,2.060283
20211207_141610__992334__5444::sa__sknsh__4,0,0.053212,-0.020614,-0.068597
