id,label,act_gap,acc_binary_gap,acc_logsignal_gap
20211210_221421__693103__104::hmc__k562__0,0,1.366852,0.608873,0.870092
20211213_141637__333762__37::hmc__hepg2__0,1,-0.818028,-0.485328,-0.686465
20211207_85512__472183__786::sa__hepg2__0,0,0.847730,0.916589,1.185263
20211208_22639__44591335__88::al__hepg2__2,0,1.083328,0.851924,1.440407
20211207_85512__472183__4964::sa__hepg2__3,0,0.598774,0.033281,0.027110
20211207_63610__124703__5118::sa__hepg2__4,0,0.526155,0.191192,0.221870
20211207_112927__175796__583::sa__hepg2__0,0,2.394490,0.969804,1.741690
20211207_175000__383007__448::sa__sknsh__0,0,0.382877,-0.006006,-0.008395
20211206_24503__33072627__3447::al__hepg2__0,0,1.789543,0.812062,1.165282
20211210_222022__565195__190::hmc__hepg2__0,0,0.487483,0.341621,0.391963
20211214_94001__624120__2428::sa_rep__k562__0,0,3.995129,0.937893,1.614509
20211207_100944__255626__4844::sa__hepg2__3,0,0.959313,0.551151,0.859306
20211206_24503__33072627__740::al__hepg2__0,0,2.725721,0.986793,1.980134
20211210_220707__684703__327::hmc__k562__0,0,1.263457,0.420510,0.482407
20211212_45907__313665__1337::fsp__hepg2__4,0,1.345794,0.902690,1.294481
20211207_141610__992334__85::sa__sknsh__0,0,0.364307,-0.029899,-0.166958
20211214_111905__704605__186::sa_rep__sknsh__0,1,-0.073901,0.048937,0.244552
20211207_195336__853804__1882::sa__k562__0,0,5.079022,0.977757,2.489175
20211206_25854__92323787__63::al__k562__0,0,3.054922,0.846468,1.110447
20211207_73549__261982__514::sa__hepg2__0,0,1.266984,0.644594,0.853723
20211206_24503__33072627__1441::al__hepg2__0,0,0.355292,0.308997,0.732598
20211207_195336__853804__1226::sa__k562__0,0,1.799624,0.736509,1.113248
20211212_22207__477844__497::fsp__k562__0,0,2.912910,0.813089,1.032862
20211206_24503__33072627__3674::al__hepg2__0,0,3.077069,0.979349,1.846094
20211210_222248__170431__276::hmc__hepg2__0,0,0.577315,0.135410,0.226369
20211210_220554__102599__270::hmc__k562__0,0,1.263918,0.821978,1.124514
20211207_85512__472183__175::sa__hepg2__0,1,0.975170,0.588379,0.941446
20211212_75659__621411__965::fsp__sknsh__2,0,-0.006657,-0.016460,-0.140112
20211212_52639__969454__681::fsp__hepg2__1,0,2.312678,0.947498,1.539899
20211207_152258__777391__4959::sa__sknsh__3,0,-0.559301,-0.022532,-0.184159
20211207_141610__992334__509::sa__sknsh__0,0,-0.235273,0.007071,0.028110
20211214_111905__704605__230::sa_rep__sknsh__0,0,-0.111748,0.001014,-0.045079
20211212_73316__958155__414::fsp__sknsh__0,0,0.046896,-0.006361,-0.159724
20211210_220707__684703__493::hmc__k562__0,0,0.912238,0.305097,0.376881
20211206_221956__59439361__1004::al__k562__0,0,2.870710,0.926271,1.347942
20211210_215555__90642008__13::al_uc__hepg2__0,0,6.003967,0.988294,3.954062
20211212_52639__969454__1615::fsp__hepg2__5,0,-0.011180,0.059452,0.060225
20211214_94001__624120__394::sa_rep__k562__0,0,0.994545,0.543357,0.671624
20211210_220707__684703__441::hmc__k562__0,0,1.569946,0.782955,0.918156
20211212_14909__942569__164::fsp__sknsh__0,0,0.272760,-0.011389,0.012640
20211207_185623__627393__3032::sa__sknsh__2,1,-0.450221,-0.030341,-0.187120
20211210_222625__481558__298::hmc__hepg2__0,0,0.741706,0.450965,0.432118
20211210_220707__684703__287::hmc__k562__0,0,1.083605,0.431874,0.494898
20211212_82245__817810__902::fsp__sknsh__2,0,1.131871,-0.144034,-0.366243
20211206_24503__33072627__2698::al__hepg2__0,0,1.300822,0.986547,1.945656
20211212_55149__346635__1149::fsp__hepg2__3,0,2.203939,0.966020,1.700281
20211212_55149__346635__1501::fsp__hepg2__5,0,0.672558,0.315438,0.312752
20211207_141610__992334__662::sa__sknsh__0,0,0.276518,-0.006933,-0.074180
20211207_175000__383007__1713::sa__sknsh__0,0,0.582354,-0.003130,-0.042751
20211207_185623__627393__2501::sa__sknsh__1,0,0.127933,-0.159494,-0.234172
20211207_205407__862697__1828::sa__k562__0,0,2.712178,0.900059,1.491527
20211207_141610__992334__338::sa__sknsh__0,0,-0.129533,-0.017290,-0.117816
20211207_152258__777391__444::sa__sknsh__0,0,-0.880907,-0.012362,-0.223024
20211212_45907__313665__1469::fsp__hepg2__4,0,1.689741,0.910523,1.554925
20211206_221956__59439361__307::al__k562__0,0,4.524498,0.862240,1.211422
20211207_224529__679056__1111::sa__k562__0,0,1.631168,0.729800,1.047127
20211206_24503__33072627__1554::al__hepg2__0,0,2.381392,0.976193,1.922436
20211207_214935__668330__1136::sa__k562__0,0,2.382702,0.897361,1.270160
20211210_223825__729421__118::hmc__sknsh__0,0,-0.317039,-0.247456,-0.276682
20211212_61436__944763__547::fsp__hepg2__1,0,1.999606,0.970401,1.528443
20211207_112927__175796__1648::sa__hepg2__0,0,1.121229,0.577893,0.683250
20211210_221309__146215__185::hmc__k562__0,0,0.785869,0.441279,0.412282
20211213_142726__100534__92::hmc__sknsh__0,1,-0.338831,-0.168558,-0.315976
20211212_52639__969454__610::fsp__hepg2__1,0,1.172275,0.800948,0.948952
20211207_214935__668330__5509::sa__k562__4,0,2.119286,0.808225,0.968311
20211214_111905__704605__3857::sa_rep__sknsh__0,0,-0.071237,0.011288,0.179968
20211207_141610__992334__1653::sa__sknsh__0,0,-0.193327,0.003589,0.072172
20211210_222135__426940__101::hmc__hepg2__0,0,0.908242,0.438873,0.439772
20211210_221044__191551__373::hmc__k562__0,0,1.392016,0.738350,0.925599
20211214_111905__704605__1628::sa_rep__sknsh__0,0,0.254718,0.000144,-0.032066
20211207_224529__679056__6716::sa__k562__5,0,1.174850,0.430759,0.452753
20211214_100033__420816__2095::sa_rep__hepg2__0,0,1.103289,0.260458,0.650711
20211207_234119__367484__1578::sa__k562__0,0,1.713699,0.715370,0.798051
20211207_175000__383007__1983::sa__sknsh__0,0,-1.530585,-0.017190,-0.225978
20211207_100944__255626__4716::sa__hepg2__3,0,0.286096,0.282662,0.266628
20211213_142125__108786__52::hmc__sknsh__0,1,-0.893862,-0.520208,-0.604300
20211207_163007__848589__431::sa__sknsh__0,0,0.262732,-0.005557,-0.121114
20211207_214935__668330__454::sa__k562__0,0,1.473908,0.705892,0.798170
20211210_222625__481558__422::hmc__hepg2__0,0,0.646781,0.214507,0.200465
20211214_111905__704605__3185::sa_rep__sknsh__0,1,-0.303793,0.014757,0.144977
20211207_205407__862697__2797::sa__k562__1,0,1.732554,0.774630,0.977196
20211212_55149__346635__941::fsp__hepg2__2,0,1.748803,0.985865,1.754761
20211214_100033__420816__2023::sa_rep__hepg2__0,0,0.308194,0.272583,0.576333
20211212_52639__969454__306::fsp__hepg2__0,0,0.954267,0.838008,0.879339
20211207_100944__255626__1502::sa__hepg2__0,0,2.133359,0.960485,1.712189
20211207_112927__175796__6860::sa__hepg2__5,0,1.464599,0.494350,0.687274
20211212_10357__323391__857::fsp__k562__0,0,1.550468,0.465988,0.369257
20211212_22207__477844__140::fsp__k562__0,0,3.743174,0.910242,1.415498
20211206_30121__14176776__82::al__k562__4,0,2.715828,0.886253,1.178090
20211207_163007__848589__682::sa__sknsh__0,0,0.227166,0.002686,0.113784
20211207_163007__848589__204::sa__sknsh__0,0,0.272112,-0.002733,-0.039641
20211207_224529__679056__2210::sa__k562__1,0,0.824550,0.549234,0.686791
20211206_30049__12002023__30::al__k562__3,0,3.197363,0.956705,1.728487
20211207_163007__848589__3093::sa__sknsh__2,0,-0.680713,-0.292608,-0.601333
20211213_141901__715602__28::hmc__hepg2__0,1,-0.540594,-0.253759,-0.387145
20211212_85225__619474__937::fsp__k562__2,0,1.886279,0.776046,1.009422
20211212_14909__942569__1057::fsp__sknsh__0,0,0.329609,-0.013474,-0.224095
20211212_61436__944763__1424::fsp__hepg2__4,0,1.228684,0.816891,1.005933
20211214_100033__420816__3670::sa_rep__hepg2__0,0,0.460555,0.097631,0.493360
20211212_85225__619474__1317::fsp__k562__4,0,0.021715,0.196921,0.203081
20211214_94001__624120__3763::sa_rep__k562__0,0,1.653392,0.721775,0.905085
20211206_221956__59439361__3239::al__k562__0,0,3.437026,0.970879,1.879111
20211214_111905__704605__2885::sa_rep__sknsh__0,1,0.303782,0.016427,0.104220
20211212_75659__621411__508::fsp__sknsh__1,0,0.383586,0.011680,0.100870
20211210_223112__860883__29::hmc__sknsh__0,0,0.072685,-0.103397,-0.242286
20211210_223112__860883__129::hmc__sknsh__0,1,0.019793,-0.020783,-0.110002
20211214_94001__624120__1199::sa_rep__k562__0,0,1.793706,0.589661,0.642142
20211207_234119__367484__682::sa__k562__0,0,3.933948,0.867850,1.133858
20211212_55149__346635__35::fsp__hepg2__0,0,3.157822,0.967385,1.785739
20211206_24503__33072627__2747::al__hepg2__0,0,1.255222,0.838150,0.983939
20211207_163007__848589__490::sa__sknsh__0,0,0.197437,-0.089299,-0.346145
20211212_22207__477844__351::fsp__k562__0,0,5.094363,0.940386,2.255845
20211212_24754__730114__332::fsp__k562__0,0,3.660058,0.896589,1.405757
20211206_221956__59439361__1832::al__k562__0,0,3.410854,0.882476,1.264636
20211207_141610__992334__4555::sa__sknsh__3,1,-0.340827,-0.009762,-0.001150
20211207_112927__175796__1501::sa__hepg2__0,0,3.036899,0.588077,0.991441
20211206_24503__33072627__3540::al__hepg2__0,0,1.926021,0.981620,1.996709
20211207_85512__472183__4852::sa__hepg2__3,0,1.079459,0.430755,0.578330
20211210_223112__860883__343::hmc__sknsh__0,0,-0.237555,-0.121075,-0.175001
20211214_111905__704605__2470::sa_rep__sknsh__0,1,0.822622,0.000067,0.093017
20211207_195336__853804__1943::sa__k562__0,0,3.881839,0.908782,1.895482
20211206_221956__59439361__1996::al__k562__0,0,2.860287,0.900210,1.607092
20211212_24754__730114__445::fsp__k562__0,0,2.308670,0.783100,0.998685
20211214_111905__704605__1519::sa_rep__sknsh__0,0,0.281930,0.008620,0.105941
20211207_212124__46481152__922::al__sknsh__0,0,-0.036970,0.027466,0.171017
20211206_221956__59439361__3165::al__k562__0,0,3.428418,0.962558,1.570317
20211210_223449__975596__213::hmc__sknsh__0,0,-1.222553,-0.277676,-0.459365
20211207_152258__777391__6039::sa__sknsh__5,0,-0.705876,-0.012031,-0.151142
20211212_52639__969454__756::fsp__hepg2__2,0,1.681532,0.935197,1.498894
20211212_61436__944763__1383::fsp__hepg2__4,0,0.500818,0.437314,0.563978
20211212_82245__817810__1507::fsp__sknsh__5,0,0.411356,-0.053687,-0.122359
20211212_22207__477844__1642::fsp__k562__5,0,-0.147046,0.155731,0.111531
20211212_45907__313665__1140::fsp__hepg2__3,0,2.320639,0.980053,1.934757
20211212_85225__619474__1184::fsp__k562__3,0,1.637753,0.737997,1.068466
20211207_63610__124703__141::sa__hepg2__0,0,1.488732,0.696482,0.860197
20211207_73549__261982__649::sa__hepg2__0,0,0.880186,0.753143,1.022430
20211206_221956__59439361__3041::al__k562__0,0,3.392876,0.868286,1.268415
20211207_214935__668330__1591::sa__k562__0,0,2.695783,0.733612,0.791952
20211212_24754__730114__989::fsp__k562__2,0,0.790186,0.218430,0.201123
20211207_185623__627393__3322::sa__sknsh__2,0,0.032147,-0.075201,-0.133489
20211212_82245__817810__1737::fsp__sknsh__5,0,0.058366,-0.018852,-0.076426
20211207_212124__46481152__1733::al__sknsh__0,0,-0.247188,-0.002684,-0.077286
20211214_94001__624120__3300::sa_rep__k562__0,0,2.005404,0.663120,0.842886
20211207_112927__175796__916::sa__hepg2__0,0,2.085662,0.964550,1.749301
20211212_92818__893131__100::fsp__k562__0,0,4.436659,0.939409,1.711430
20211207_205407__862697__205::sa__k562__0,0,1.370625,0.792875,0.952792
20211207_195336__853804__1310::sa__k562__0,0,2.363235,0.719250,0.925089
20211210_220554__102599__189::hmc__k562__0,0,0.012650,0.082996,0.151169
20211212_24754__730114__1027::fsp__k562__3,0,0.800227,0.010682,0.605554
20211212_45907__313665__251::fsp__hepg2__0,0,1.725007,0.868525,1.347794
20211206_24503__33072627__200::al__hepg2__0,0,2.236130,0.980229,2.184807
20211207_100944__255626__1730::sa__hepg2__0,0,0.629461,0.327107,0.652026
20211212_22207__477844__462::fsp__k562__0,0,4.788671,0.874168,1.674337
20211214_100033__420816__3379::sa_rep__hepg2__0,1,0.832231,0.058736,0.420386
20211207_195336__853804__4366::sa__k562__3,0,0.568154,0.603824,0.567979
20211206_25737__87493515__0::al__hepg2__5,0,0.728237,0.904745,1.494101
20211210_222848__670473__367::hmc__hepg2__0,0,0.649055,0.168142,0.250199
20211212_12620__229779__898::fsp__hepg2__0,0,1.225707,0.895893,1.367163
20211207_185623__627393__6129::sa__sknsh__5,0,0.146869,-0.027781,-0.263138
20211207_224529__679056__433::sa__k562__0,0,1.644924,0.762782,0.667317
20211214_111905__704605__881::sa_rep__sknsh__0,0,-0.457728,-0.009539,-0.140468
20211212_85225__619474__895::fsp__k562__2,0,0.661864,0.542371,0.755078
20211207_163007__848589__5434::sa__sknsh__4,0,0.077065,-0.064114,-0.187060
20211207_234119__367484__521::sa__k562__0,0,2.590553,0.762066,1.101661
20211212_45907__313665__743::fsp__hepg2__1,0,2.161807,0.940380,1.275484
20211212_122659__199840__89::fsp__sknsh__0,0,-0.366061,-0.001099,0.019990
20211212_73316__958155__1423::fsp__sknsh__4,0,0.297047,-0.053293,-0.096511
20211212_85225__619474__1306::fsp__k562__4,0,0.290101,-0.222534,-0.218796
20211214_111905__704605__3288::sa_rep__sknsh__0,0,-0.357919,0.177327,0.343766
20211207_224529__679056__4146::sa__k562__3,0,0.554628,0.508303,0.729669
20211212_45907__313665__95::fsp__hepg2__0,0,2.644520,0.977634,2.018971
20211207_224529__679056__1451::sa__k562__0,0,1.100365,0.426923,0.516787
20211212_61436__944763__1406::fsp__hepg2__4,0,1.314715,0.857690,1.086182
20211212_122659__199840__1604::fsp__sknsh__5,0,-0.100184,-0.138778,-0.275702
20211212_52639__969454__1477::fsp__hepg2__4,0,0.035996,0.037461,-0.069315
20211206_24503__33072627__2285::al__hepg2__0,0,1.883721,0.963325,1.605508
20211214_100033__420816__2724::sa_rep__hepg2__0,0,1.480830,0.829478,1.279671
20211210_203549__293740__799::sa_uc__k562__0,0,5.257253,0.971465,2.213447
20211210_222248__170431__128::hmc__hepg2__0,0,0.904407,0.232509,0.421233
20211207_185623__627393__5396::sa__sknsh__4,0,0.116272,-0.087026,-0.351369
20211212_85225__619474__1193::fsp__k562__3,0,3.750997,0.986855,2.070057
20211214_100033__420816__3119::sa_rep__hepg2__0,0,0.873162,0.407343,0.765132
20211210_223000__164483__52::hmc__sknsh__0,0,0.168521,-0.099049,-0.289465
20211207_163007__848589__384::sa__sknsh__0,0,-0.121052,0.007158,0.025395
20211214_94001__624120__2745::sa_rep__k562__0,0,1.181436,0.404648,0.480047
20211214_111905__704605__3618::sa_rep__sknsh__0,1,-0.174015,-0.005706,-0.104337
20211207_185623__627393__2791::sa__sknsh__1,0,0.291777,-0.006149,-0.023122
20211214_94001__624120__1743::sa_rep__k562__0,0,0.539222,0.055174,0.099186
20211214_111905__704605__3732::sa_rep__sknsh__0,1,-0.266877,-0.006484,-0.098940
20211212_24754__730114__1627::fsp__k562__5,0,1.765928,0.658642,0.644132
20211212_92818__893131__1689::fsp__k562__5,0,0.560341,0.331465,0.522864
20211207_85512__472183__730::sa__hepg2__0,0,0.717399,0.694407,0.758660
20211212_85225__619474__1395::fsp__k562__4,0,0.949752,0.539127,0.712057
20211212_82245__817810__228::fsp__sknsh__0,0,0.165524,-0.048182,-0.364852
20211207_205407__862697__1510::sa__k562__0,0,1.757027,0.687598,0.756063
20211212_24754__730114__1084::fsp__k562__3,0,2.569664,0.743242,0.986585
20211212_22207__477844__1546::fsp__k562__5,0,0.201768,0.060906,0.130165
20211213_142502__650549__135::hmc__sknsh__0,1,-0.573899,-0.381344,-0.450160
20211207_175000__383007__3940::sa__sknsh__2,0,0.393446,0.117474,0.340722
20211207_212124__46481152__3547::al__sknsh__0,0,-0.382287,-0.001967,-0.030450
20211207_152258__777391__3776::sa__sknsh__2,0,0.046501,-0.023370,-0.195542
20211210_220707__684703__262::hmc__k562__0,0,1.802039,0.870140,1.189086
20211212_73316__958155__762::fsp__sknsh__2,0,0.512108,0.015144,0.118524
20211210_220932__827123__427::hmc__k562__0,0,1.993259,0.818802,1.149416
20211207_212124__46481152__2120::al__sknsh__0,0,0.945572,0.003994,0.152475
20211210_204338__613251__1993::sa_uc__hepg2__0,0,4.351587,0.972462,2.549454
20211212_82245__817810__252::fsp__sknsh__0,0,-0.273332,-0.002617,-0.010407
20211206_24503__33072627__694::al__hepg2__0,0,2.055366,0.802252,1.348703
20211210_221533__849423__34::hmc__k562__0,0,1.190845,0.660314,0.844160
20211212_12620__229779__303::fsp__hepg2__0,0,1.407224,0.950855,1.450967
20211207_214935__668330__2839::sa__k562__1,0,0.408052,0.152275,0.058901
20211210_221646__981484__237::hmc__k562__0,0,0.843932,0.329907,0.459919
20211212_12620__229779__1284::fsp__hepg2__0,0,1.501507,0.799407,0.829146
20211212_14909__942569__413::fsp__sknsh__0,0,-0.285293,-0.007303,-0.085093
20211207_214935__668330__5332::sa__k562__4,0,0.804605,0.549123,0.626963
20211207_195336__853804__39::sa__k562__0,0,1.911643,0.506178,0.707325
20211210_223336__628085__416::hmc__sknsh__0,0,0.720601,-0.023805,-0.036676
20211214_94001__624120__1257::sa_rep__k562__0,0,1.738883,0.616629,0.747866
20211206_25057__13935544__95::al__sknsh__2,0,-0.320934,-0.002443,0.026138
20211207_214935__668330__2262::sa__k562__1,0,0.385670,0.316048,0.492948
20211207_195336__853804__1549::sa__k562__0,0,3.557924,0.873379,1.360120
20211207_212124__46481152__3867::al__sknsh__0,0,-0.669243,0.004801,0.036200
20211212_73316__958155__1071::fsp__sknsh__3,0,0.724154,-0.007442,-0.106725
20211210_205149__971255__1616::sa_uc__sknsh__0,0,0.444680,-0.039434,-0.182599
20211212_24754__730114__1351::fsp__k562__4,0,0.368728,0.435003,0.470779
20211214_94001__624120__1119::sa_rep__k562__0,0,1.286400,0.277779,0.386470
20211212_22207__477844__1477::fsp__k562__4,0,0.184986,0.037354,0.175696
20211207_234119__367484__4421::sa__k562__3,0,2.299420,0.940691,1.532497
20211207_195336__853804__3061::sa__k562__2,0,-0.146206,0.102218,0.090937
20211212_82245__817810__1328::fsp__sknsh__4,0,-0.116957,0.044559,0.057691
20211212_12620__229779__817::fsp__hepg2__0,0,2.076267,0.874020,1.322838
20211212_73316__958155__561::fsp__sknsh__1,0,0.325535,-0.013009,-0.080737
20211212_92818__893131__793::fsp__k562__2,0,0.059943,0.028261,0.035843
20211214_94001__624120__1391::sa_rep__k562__0,0,0.909854,0.488164,0.492427
20211212_73316__958155__166::fsp__sknsh__0,0,-0.264884,0.030740,0.224689
20211206_221956__59439361__3878::al__k562__0,0,3.593133,0.960996,1.654543
20211207_112927__175796__696::sa__hepg2__0,0,1.959574,0.955083,1.674838
20211214_100033__420816__1653::sa_rep__hepg2__0,1,0.934803,0.427710,0.871118
20211207_185623__627393__890::sa__sknsh__0,0,-0.445074,-0.015434,-0.071735
20211206_24503__33072627__3829::al__hepg2__0,0,1.847099,0.893514,1.210655
20211207_85512__472183__1339::sa__hepg2__0,0,1.116201,0.439865,0.671636
20211212_52639__969454__1067::fsp__hepg2__3,0,0.964205,0.462597,0.614455
20211212_75659__621411__735::fsp__sknsh__1,0,0.190791,0.030575,0.193002
20211207_224529__679056__3673::sa__k562__2,0,0.181820,0.235476,0.267289
20211207_185623__627393__2243::sa__sknsh__1,0,0.406691,-0.021176,-0.078146
20211210_221646__981484__157::hmc__k562__0,0,0.849689,0.471260,0.532531
20211212_12620__229779__1869::fsp__hepg2__0,0,2.119397,0.967771,1.866874
20211212_14909__942569__1754::fsp__sknsh__0,0,-0.279990,-0.011105,-0.063199
20211213_141901__715602__84::hmc__hepg2__0,1,0.197809,-0.214420,-0.294090
20211212_24754__730114__529::fsp__k562__1,0,4.755031,0.960850,1.831261
20211212_24754__730114__1543::fsp__k562__5,0,0.958768,0.360171,0.576357
20211207_195336__853804__3763::sa__k562__2,0,1.351280,0.734667,0.767575
20211212_82245__817810__1226::fsp__sknsh__3,0,0.050057,0.037891,-0.126005
20211212_92818__893131__556::fsp__k562__1,0,1.705179,0.725875,1.026384
20211214_111905__704605__1395::sa_rep__sknsh__0,1,-0.421960,0.005125,0.125683
20211206_221956__59439361__2849::al__k562__0,0,3.570829,0.899494,1.234082
20211210_222135__426940__161::hmc__hepg2__0,0,0.868605,0.356144,0.484619
20211212_14909__942569__621::fsp__sknsh__0,0,0.352118,-0.012969,-0.246103
20211212_52639__969454__1403::fsp__hepg2__4,0,1.989440,0.971792,1.710358
20211206_24503__33072627__2766::al__hepg2__0,0,1.747987,0.799597,1.361693
20211207_212124__46481152__3497::al__sknsh__0,0,-0.359939,-0.005625,-0.146274
20211207_141610__992334__1163::sa__sknsh__0,0,-0.416838,-0.000522,-0.024717
20211207_224529__679056__402::sa__k562__0,0,3.327647,0.965055,1.821850
20211212_82245__817810__1535::fsp__sknsh__5,0,0.398780,0.013688,0.142470
20211207_195336__853804__1523::sa__k562__0,0,3.565504,0.972253,1.670174
20211212_92818__893131__449::fsp__k562__0,0,2.963995,0.843555,1.252680
20211210_221646__981484__335::hmc__k562__0,0,-0.556422,0.187064,0.258852
20211214_100033__420816__2744::sa_rep__hepg2__0,0,0.724623,0.454300,0.767518
20211207_235425__62927592__14::al__k562__1,0,3.458284,0.884850,1.350239
